title,file,object_id,journal,volume,pagees,abstract,author,publisher,date
"Two Anglo-Saxon Cemeteries at Chamberlains Barn, Leighton Buzzard, Bedfordshire",120_161_200.pdf,3180074,The Archaeological Journal,Volume 120,Pages 161:200,,"Hyslop, Miranda",Royal Archaeological Institute,1963
The Medieval Pottery of the Saintonge,120_201_214.pdf,3180075,The Archaeological Journal,Volume 120,Pages 201:214,,"Barton, Kenneth",Royal Archaeological Institute,1963
Castle Planning in the Fourteenth Century,120_215_235.pdf,3180076,The Archaeological Journal,Volume 120,Pages 215:235,,"Faulkner, P",Royal Archaeological Institute,1963
"The Blue Boar Inn, Salisbury",120_236_241.pdf,3180077,The Archaeological Journal,Volume 120,Pages 236:241,,"Drinkwater, Norman|Mercer, Eric",Royal Archaeological Institute,1963
The Palace of Holyroodhouse during the first half of the Sixteenth Century,120_242_254.pdf,3180078,The Archaeological Journal,Volume 120,Pages 242:254,,"Dunbar, John",Royal Archaeological Institute,1963
The Seven Barrows at Lambourn ,078_047_054.pdf,3179472,The Archaeological Journal,Volume 78,Pages 47:54,,"Smith, Reginald",Royal Archaeological Institute,1921
Cocking and its Church  ,078_174_204.pdf,3179474,The Archaeological Journal,Volume 78,Pages 174:204,,"Johnston, Philip",Royal Archaeological Institute,1921
"The Pre-Conquest Church at Lydd, Kent ",078_216_226.pdf,3179476,The Archaeological Journal,Volume 78,Pages 216:226,,"Elliston Erwood, F",Royal Archaeological Institute,1921
The Stallwork of Bristol Cathedral ,078_233_250.pdf,3179478,The Archaeological Journal,Volume 78,Pages 233:250,,"Perry, Mary",Royal Archaeological Institute,1921
Some Evidences of the Defences of Roman Gloucester (Glevum),078_264_270.pdf,3179480,The Archaeological Journal,Volume 78,Pages 264:270,,"Baddeley, St Clair",Royal Archaeological Institute,1921
Lines of Communication and their Relation in Pre-Roman and Roman times to the Valleys of Tributaries of the Humber ,078_391_396.pdf,3179484,The Archaeological Journal,Volume 78,Pages 391:396,,"Clark, Edwin",Royal Archaeological Institute,1921
Two Roman lead pigs from Carsington.,DAJ_v106_1986_005-017.pdf,3202572,The Derbyshire Archaeological Journal,Volume 106,Pages 5:17,Two unusual examples from a 4th century RB pit are judged to represent civilian operations.,"Branigan, Keith|Housley, J",Derbyshire Archaeological Society,1986
Bronze Age remains on the east moors of the Peak District.,DAJ_v106_1986_018-100.pdf,3202573,The Derbyshire Archaeological Journal,Volume 106,Pages 18:100,"Reports the first systematic search of the gritstone moors area as a whole; numerous plans of cairnfields are provided; these monuments result from both field clearance and burials, both perhaps having agricultural significance. Also recorded are field systems, yards or garden plots, thirty-five stone circles and ring cairns. Two phases of activity are clear from indications of chronological depth. Many data tables.","Barnatt, John",Derbyshire Archaeological Society,1986
"An early Bronze Age cairn on Harland Edge, Beeley Moor, Derbyshire",DAJ_v086_1966_031-053.pdf,3202322,The Derbyshire Archaeological Journal,Volume 86,Pages 31:53,,"Riley, D",Derbyshire Archaeological Society,1966
"Glebe Low, Great Longstone.",DAJ_v086_1966_054-069.pdf,3202323,The Derbyshire Archaeological Journal,Volume 86,Pages 54:69,,"Radley, Jeffrey",Derbyshire Archaeological Society,1966
"An occupied cave of the Bronze Age, Bunkers Hill Wood, Beeley.",DAJ_v086_1966_093-098.pdf,3202327,The Derbyshire Archaeological Journal,Volume 86,Pages 93:98,,"Radley, Jeffrey|Cooper, L",Derbyshire Archaeological Society,1966
Manchester University  excavations at Brough-on-Noe (Navio)  1966.,DAJ_v086_1966_099-101.pdf,3202328,The Derbyshire Archaeological Journal,Volume 86,Pages 99:101,,"Jones, Geraint|Thompson, F|Wild, John",Derbyshire Archaeological Society,1966
A socketed bronze axe from Kirk Ireton.,DAJ_v086_1966_102-102.pdf,3202329,The Derbyshire Archaeological Journal,Volume 86,Pages 102:102,,"Manby, Terence",Derbyshire Archaeological Society,1966
A Beaker burial at Aston-on-Trent.,DAJ_v086_1966_103-103.pdf,3202331,The Derbyshire Archaeological Journal,Volume 86,Pages 103:103,,"Reaney, D",Derbyshire Archaeological Society,1966
The Whitwell tithe barn.,DAJ_v086_1966_106-111.pdf,3202333,The Derbyshire Archaeological Journal,Volume 86,Pages 106:111,,"Dolby, Malcolm",Derbyshire Archaeological Society,1966
"Notes on a pre-historic burial-place at Megdale, near Matlock Bridge.",DAJ_v023_1901_040-047.pdf,3201327,The Derbyshire Archaeological Journal,Volume 23,Pages 40:47,,"Ward, J",Derbyshire Archaeological Society,1901
Melandra Castle.,DAJ_v023_1901_090-098.pdf,3201334,The Derbyshire Archaeological Journal,Volume 23,Pages 90:98,,"Garstang, John",Derbyshire Archaeological Society,1901
Report of the excavations in 1889-1900. Incls Melandra,DAJ_v023_1901_099-104.pdf,3201335,The Derbyshire Archaeological Journal,Volume 23,Pages 99:104,,"Hamnett, Robert",Derbyshire Archaeological Society,1901
A note on the most recent discoveries in Repton Church crypt.,DAJ_v023_1901_105-107.pdf,3201336,The Derbyshire Archaeological Journal,Volume 23,Pages 105:107,,"Hipkins, F",Derbyshire Archaeological Society,1901
The early defensive earthwork on Comb Moss.,DAJ_v023_1901_108-114.pdf,3201337,The Derbyshire Archaeological Journal,Volume 23,Pages 108:114,,"Gould, Isaac",Derbyshire Archaeological Society,1901
Excavations at Bishopstone,SAC_v115pdfa.pdf,3242146,Sussex Archaeological Collections,Volume 115,Pages 1:299,"This hilltop in East Sussex which overlooks the English Channel was occupied for much of the time between the beginning of the third millennium B.C. and the sixth century A.D. Neolithic occupation is represented by a series of pits, one of which contained an interesting group of flint tools, with associated environmental evidence. There is then a hiatus with only slight traces of occupation in the Bronze Age. During the early Iron Age a small farming settlement was established near the crest of the hill. Unenclosed in its primary phase, it was later surrounded by a rectangular enclosure, outside which were fields. Excavation showed that the latter were cultivated intermittently from the Neolithic to Romano-British periods. The Iron Age structures were mostly of the four and six-post types. Occupation continued throughout the Romano-British period in the early part of which a rectangular enclosure was laid out. The fifth century A.D. saw the establishment of an Anglo-Saxon settlement of rectangular buildings and sunken huts, which covered part of the earlier settlement and spread out over the former fields. On the edge of the settlement was a contemporary cemetery. Each period has produced evidence of the environment and economy. Studies of land and marine mollusc assemblages are included, and an attempt is made to classify pottery and clay objects on the basis of their contained minerals and to pinpoint possible clay sources.","Bell, Martin",Sussex Archaeological Society,1977
"An Early Mesolithic Site at Rackham, West Sussex",SAC118_Garton.pdf,3242192,Sussex Archaeological Collections,Volume 118,Pages 145:152,"The site is on Sparrite Farm, on the Parham Estate, Rackham, West Sussex (TQ 048 147). It lies on the Sandgate beds of the Lower Greensand series of the Weald (McRae and Burham 1975, 599), c. 300m to the west of Amberley Wild Brooks, a water logged area east of the River Arun, separated from it by a low sand ridge. The South Downs escarpment lies 1500m to the south. The site is c. 400m south of the late Neolithic site reported by E. Holden and R. Bradley (Holden and Bradley 1975, 85).","Garton, Daryl",Sussex Archaeological Society,1980
"Neolithic and Iron Age Material from a Coastal Site at Chidham, West Sussex 1978",SAC118_Bedwin.pdf,3242194,Sussex Archaeological Collections,Volume 118,Pages 163:170,"A small excavation was carried out at a site identified by Iron Age pottery and burnt flint eroding from the tidal margin. A single early Iron Age feature, part of a small pit (possibly an evaporation pan) was found. This contained pottery, charcoal and a few briquetage fragments, the latter suggest the production of salt from sea-water at the site. Unexpectedly, large numbers of worked flints were also found; the commonest implement types were various forms of scraper, particularly notched or concave. This unusual flint assemblage is dated to the Neolithic, and is interpreted as evidence of exploitation of salt-marsh resources at that time.","Bedwin, Owen",Sussex Archaeological Society,1980
"The Excavation of Two Bronze Age Barrows at Friday's Church, Barpham Hill",SAC118_Barr-Hamilton.pdf,3242195,Sussex Archaeological Collections,Volume 118,Pages 171:182,"Two Bronze Age barrows, of dissimilar type, were totally excavated. Barrow No. 1, the smaller of the two, had an incomplete ring ditch. There was a central inhumation which had suffered considerable recent disturbance, and an unurned secondary cremation. There was also evidence, in the form of Romano-British pottery and coins, for shallow burials in the barrow during the Roman period. Excavation of barrow No. 2 revealed four cremations, one unurned beneath a small cairn of flints, another in a small bipartite vessel, and two in Collared Urns, one upright, the other inverted. There was no ditch around this barrow.","Barr-Hamilton, A",Sussex Archaeological Society,1980
"Excavations on a Romano-British Farmstead at Elsted, West Sussex",SAC118_Redknapp_and_Millett.pdf,3242197,Sussex Archaeological Collections,Volume 118,Pages 198:229,"Excavations on a plough-damaged Romano-British site just north of the South Downs at Elsted, in West Sussex revealed occupation from the first to late third centuries A.D., together with a scatter of Iron Age pottery. A number of post holes and pits was revealed inside an enclosed courtyard, which was apparently associated with a rectangular building to the north defected by infra-red aerial photography and confirmed by resistivity.","Redknap, Mark|Millett, Martin",Sussex Archaeological Society,1980
Ocklynge Hill Anglo-Saxon Cemetery Eastbourne,SAC118_Stevens.pdf,3242198,Sussex Archaeological Collections,Volume 118,Pages 231:244,"In March 1970 a rescue excavation took place on the site of a known Anglo-Saxon cemetery on Ocklynge Hill, Eastbourne. Originally envisaged as a ten-day rescue excavation, the work extended over a period of four months due to the additional features uncovered; two medieval millsteads and the site of a horizontal windmill, not included in this report. A total of twenty-six skeletons were recovered in various states of preservation, in general without grave goods, only six having knives, being of the type visually associated with seventh century cemeteries. In an effort to put the discoveries into some order, the writer has produced a gazetteer of Anglo-Saxon sites in the Eastbourne area.","Stevens, Patricia",Sussex Archaeological Society,1980
"Excavations in the Parish Church of St. Thomas the Martyr, Pagham, 1976",SAC118_Freke2.pdf,3242199,Sussex Archaeological Collections,Volume 118,Pages 245:256,"A substantial part of the nave and crossing of the church of St. Thomas the Martyr at Pagham was excavated prior to the installation of central hearing. Two periods of stone building pre-dating the present standing structure were uncovered, and a fragment of a tenth-century ring-headed cross was found in a grave filling.","Freke, D",Sussex Archaeological Society,1980
